Year,AK,AL,AR,Australia,AZ,Canada,CO,CT,DE,England,FL,GA,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,MI,MN,MO,MS,MT,NC,ND,NE,NJ,NM,NV,OH,OK,OR,SC,SD,TN,TX,UT,VA,VT,WA,WI,WY
1990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991,200,1494,183,3033,2345,9867,331,3054,756,1837,12794,1240,2067,4741,716,6713,9415,974,3255,3887,2241,2108,3327,1450,2704,2365,2670,770,388,1534,5864,1814,753,5170,978,1403,1788,924,1771,4402,1428,1403,1464,431,6495,608
1992,226,1746,197,2282,2348,10473,454,4158,951,1775,19062,1495,2856,5299,887,8404,10186,1160,3784,5131,2531,1820,3678,1872,2805,2585,3193,1001,456,2001,7541,2101,1515,6632,1337,2042,2077,1157,1973,5467,1451,1801,1790,275,7536,805
1993,181,1500,230,2496,2878,9250,394,3495,842,2005,15453,1444,2075,6889,734,8635,8372,1500,3385,4422,2012,3327,3347,2241,4024,2274,2848,758,488,2246,6093,1741,1217,5528,1465,1812,2088,1165,1893,4696,1347,1737,1358,0,7558,510
1994,220,1725,282,2802,2743,9160,413,3931,860,1929,16004,1691,1866,5281,674,8177,9020,1221,3565,3832,2332,3383,3709,2140,3083,2569,3061,793,520,2184,7436,1823,1344,6234,1164,1967,2095,1100,2187,5143,1731,1665,1567,0,7134,515
1995,186,1417,193,2674,2864,8772,350,3326,745,1870,15155,1639,1796,4347,749,8533,7810,1138,3419,4125,2614,3792,3803,2039,2962,2251,2779,779,503,1685,6388,1615,1596,5765,2483,1753,1784,1029,1990,5088,1285,1604,1459,0,6432,522
1996,217,1471,274,2645,2979,9992,415,3496,828,2285,16075,1859,1762,4530,784,10421,7127,1221,3483,4157,2722,4089,3832,2228,2846,2550,3368,1026,546,1473,7992,2004,1563,4843,1497,2630,1894,911,2032,5295,1403,1840,1567,0,8145,447
1997,118,1430,501,3491,3157,11736,406,3192,859,2431,16104,2779,1902,4765,948,10863,8063,1168,4423,4315,2297,3796,4226,2696,3209,2773,3996,1076,1082,1610,7666,2269,2524,7026,1442,2272,2048,1654,2603,6550,1507,1722,1604,0,8908,538
1998,0,1688,415,3551,3069,13782,411,3485,1007,2675,20257,3130,1954,6377,754,11441,9168,1424,4593,5508,2479,3835,5191,2630,3756,3276,3392,1085,802,1457,7908,2101,2156,8314,2107,1941,2049,1712,3173,8574,1707,2128,2009,0,9529,578
1999,0,1641,393,3569,3380,14155,415,3512,961,3102,19569,2701,2076,6325,782,11256,9128,1386,4407,4868,2613,3832,5636,2796,3742,3165,4010,1711,805,1431,9067,2173,2082,8631,2972,2869,2801,1458,3678,7526,1772,2283,2031,0,9950,616
2000,0,1207,240,3010,2867,11877,309,3141,940,3237,15218,2335,1992,4418,677,8285,6485,1068,3794,3218,2264,2856,4378,2309,3286,2743,3682,1396,708,1044,7717,2240,1750,7151,2118,2527,1952,1104,2611,4422,1532,1690,1542,0,8167,551
2001,0,1417,318,1624,3859,14721,713,5531,1130,2935,18814,3171,2939,5556,804,11846,9030,1481,3776,4072,3108,3918,5240,2673,4020,3875,3826,1225,721,1238,11157,2236,1654,7770,1696,2899,2599,1431,2767,5820,1407,1906,2044,0,9295,670
2002,0,1193,235,140,3215,14811,1002,3785,972,2515,14529,1444,2430,4388,685,7477,8466,1576,3206,4348,2451,2033,3954,1686,3285,2691,3581,1168,604,1129,7079,2282,1523,6520,1078,2584,2084,1529,2585,5056,1440,1680,1680,0,7739,619
2003,0,1297,232,0,3002,14205,975,3703,902,2603,17308,1808,2366,4617,644,9040,8605,1604,4441,4590,2352,2658,4451,1544,3522,2832,3391,1186,529,1034,7182,1581,1099,6980,1165,2339,2381,1254,3330,5277,1742,1126,1813,0,7559,542
2004,0,1344,217,0,2682,13860,786,3111,908,0,20483,1743,2518,4671,593,7755,7882,1059,2961,3629,2271,2421,4223,1029,1963,2660,3261,1306,605,1243,6642,1664,1005,6337,687,1946,2579,1270,2974,4334,1760,291,1888,0,8195,528
2005,0,2219,346,0,4676,21253,1427,2579,1407,0,26349,2897,3802,7316,928,11574,12583,1758,4549,7207,3247,2935,6413,1264,3342,6367,4640,1947,939,1760,10740,2499,1731,10208,1226,3592,3865,1605,4415,7039,2613,515,2542,0,12290,857
2006,0,2060,299,0,4014,16104,1283,2518,1330,0,20417,2277,3522,6511,669,9962,9094,1722,3712,5894,2966,2840,4915,1513,3450,4807,4326,1616,853,1497,8684,2067,1576,8318,1069,3256,3168,1585,3718,6588,2200,1994,1902,0,10402,565
2007,0,1394,250,0,2679,16390,918,1340,824,0,14933,1698,2788,5863,604,7757,6527,649,3298,3699,2251,2040,4176,1614,2762,2737,3585,1266,827,1325,6671,1720,995,6020,1049,2712,2502,1366,2657,4832,1652,1727,1661,0,6799,546
2008,0,1322,346,0,2958,13005,889,2092,946,0,12592,1594,2393,9239,680,7828,8567,937,2883,4504,2363,2262,4222,1175,2766,2650,3195,1009,837,1263,6218,1722,1080,6083,903,2644,2351,1237,2980,4966,1528,1332,1652,0,6371,602
2009,0,1071,344,0,2456,9871,681,1672,700,0,8118,762,1982,6973,552,5489,5397,705,2596,3331,1793,1489,2739,883,1355,1642,2413,831,795,583,4743,1285,633,4400,829,1861,1658,919,2304,3037,1090,1418,1618,0,3262,413
2010,0,1396,382,0,3442,11832,857,1565,999,0,9473,1101,1846,4899,624,8031,7173,7,2200,5472,1682,2150,3714,1141,1857,2853,2974,1108,775,0,6664,1552,683,6767,1322,1864,1659,709,3577,3306,865,1825,1027,0,4202,638
2011,0,1566,307,0,2932,11047,730,1070,802,0,7776,1092,1877,5021,458,6962,5752,8,1666,4027,1553,2081,3625,1052,2353,2040,3232,819,1016,0,6707,1485,739,6292,1364,1953,1523,1223,2428,3479,838,1576,1552,0,4268,530
2012,0,908,127,0,1194,7994,688,664,522,0,6966,767,612,2306,251,5635,3847,12,1640,2702,1280,1575,1782,784,1186,1357,1921,425,559,0,4775,1093,210,4817,1033,1450,716,421,1020,2543,296,989,900,0,2510,409
2013,0,472,102,0,1124,9939,717,683,250,0,5871,632,1542,1852,241,5270,2679,14,1248,1876,1226,1300,1047,444,720,940,1723,396,540,0,4570,1194,176,3595,1337,824,642,322,853,3232,622,838,658,0,1835,340
2014,0,566,136,0,1010,8558,581,636,402,0,5983,580,1641,2109,167,4626,2404,7,1272,1797,1039,1576,1361,682,1198,1132,1359,566,431,100,4256,1078,292,2973,790,809,820,485,811,2730,293,774,584,0,1646,357
2015,0,791,154,0,1224,4817,594,729,760,0,6057,542,1463,1939,0,5316,2658,3,1442,2213,835,2011,1528,861,1125,1366,944,517,7,63,4263,1023,425,3338,771,434,918,483,988,3553,299,616,598,0,1831,336
2016,0,783,163,0,1186,4103,554,570,780,0,5332,458,1281,2035,0,3712,2297,6,1530,2848,735,1353,1970,801,1105,1307,902,683,1,201,3923,1218,366,4138,554,387,973,438,1032,3812,257,694,554,0,2048,282
2017,0,578,151,0,1602,3081,686,689,901,0,6166,581,868,2598,306,2878,2631,37,1939,2109,822,1424,2014,1176,1297,1474,1581,575,401,740,4792,1094,545,4552,563,1232,1006,908,1181,4321,265,887,590,217,3198,305
2018,0,435,110,0,1582,3145,597,576,794,0,4661,272,795,2727,230,2717,2208,261,1506,1021,750,1324,1585,1118,1159,861,1979,437,413,767,3737,944,566,3180,329,1421,643,662,1044,2277,241,846,457,238,3354,366
2019,0,87,50,0,432,1573,146,145,163,0,1654,198,248,1302,137,914,484,96,444,286,229,457,394,376,368,304,665,193,139,499,943,209,167,1270,0,628,205,219,363,942,72,270,158,117,1364,140
